id,transportation_mode,provider,starting_point,transportation_class,departure_location,arrival_location,distance,price
713,Plane,Garuda Indonesia,Bandar Udara Juwata,Suite,Kalimantan Utara,Yogyakarta,1378.4708290615852,3101559.3653885666
714,Train,PT KAI,Cimahi,Economic,Cimahi,Yogyakarta,334.9202108675686,267936.1686940549
715,Bus,Sinar Jaya,nearest bus terminal,Suite,Tarakan,Yogyakarta,1485.351188920733,1114013.392
716,Bus,Haryanto,nearest bus terminal,Suite,Balikpapan,Yogyakarta,1036.1041341055677,777078.1005791757
717,Bus,Haryanto,nearest bus terminal,Economic,Batang,Yogyakarta,4355.101666817891,2177550.8334089452
718,Bus,Nusantara,nearest bus terminal,Economic,Serang,Yogyakarta,526.2161554,263108.0777
719,Plane,Sriwijaya Air,Bandar Udara Binuang,Suite,Kalimantan Selatan,Yogyakarta,786.7319481865729,1770146.8834197891
720,Train,PT KAI,Plered,Economic,Purwakarta,Yogyakarta,358.8393633433293,287071.49067466345
721,Train,PT KAI,Ngadiluwih,Economic,Kediri,Yogyakarta,181.49519008042117,145196.15206433693
722,Plane,Lion Air,Bandar Udara Fatmawati Soekarno,Economic,Jambi,Yogyakarta,1080.9267465522385,1621390.1198283576
723,Train,PT KAI,Barat,Business,Magetan,Yogyakarta,112.68790797419841,117195.42429316635
724,Bus,Mayasari,nearest bus terminal,Suite,Boyolali,Yogyakarta,75.14059220340893,56355.444152556694
725,Train,PT KAI,Ketanggungan,Suite,Brebes,Yogyakarta,192.6946821360098,231233.61856321176
726,Bus,Nusantara,nearest bus terminal,Business,Makassar,Yogyakarta,1048.5138765246138,681534.0197
727,Plane,Garuda Indonesia,Bandar Udara Alas Leuser,Suite,Aceh,Yogyakarta,2014.7223682251845,4533125.328506665
728,Train,PT KAI,Lampegan,Economic,Cianjur,Yogyakarta,378.0621762662139,302449.7410129711
729,Train,PT KAI,Ranuyoso,Economic,Lumajang,Yogyakarta,315.4223117768743,252337.84942149947
730,Bus,Budiman,nearest bus terminal,Business,Magetan,Yogyakarta,112.68790797419841,73247.14018322897
731,Train,PT KAI,Mojokerto,Suite,Mojokerto,Yogyakarta,241.18707882277067,289424.4945873248
732,Bus,Hiba,nearest bus terminal,Suite,Sulawesi Barat,Yogyakarta,1169.3609574565219,877020.7180923915
733,Plane,Garuda Indonesia,Bandar Udara Haluoleo (Bandar Udara Wolter Monginsidi),Suite,Sulawesi Utara,Yogyakarta,1797.541883,4044469.237165508
734,Plane,Lion Air,Bandar Udara Depati Amir,Business,Sumatera Barat,Yogyakarta,1356.2848088436576,2644755.3772451323
735,Train,PT KAI,Purwoasri,Business,Kediri,Yogyakarta,181.49519008042117,188754.9977
736,Train,PT KAI,Kedungbanteng,Suite,Sragen,Yogyakarta,91.47727523446306,109772.73028135567
737,Train,PT KAI,Tarahan,Economic,Bandar Lampung,Yogyakarta,629.7894061501536,503831.5249201229
738,Bus,Rosalia Indah,nearest bus terminal,Business,Lampung,Yogyakarta,684.1841734461109,444719.7127399721
739,Train,PT KAI,Wonokerto,Suite,Pasuruan,Yogyakarta,282.6093643740866,339131.23724890396
740,Plane,Garuda Indonesia,Bandar Udara Fatmawati Soekarno,Suite,Jambi,Yogyakarta,1080.9267465522385,2432085.1797425365
741,Plane,PT Trigana Air Service,Bandar Udara Ngloram (Bandar Udara Blora),Business,Jawa Tengah,Yogyakarta,84.66775283966177,165102.11803734046
742,Train,PT KAI,Singojuruh,Business,Banyuwangi,Yogyakarta,417.7821639876958,434493.45054720365
743,Train,PT KAI,Luwung,Business,Cirebon,Yogyakarta,243.56079565615678,253303.22748240305
744,Plane,Garuda Indonesia,Bandar Udara Bali Baru,Economic,Bali,Yogyakarta,521.9825957538203,782973.8936307305
745,Bus,Budiman,nearest bus terminal,Economic,Ciamis,Yogyakarta,228.6536278,114326.81392282601
746,Train,PT KAI,Pagaden Baru,Suite,Subang,Yogyakarta,1573.8721979387558,1888646.637526507
747,Train,PT KAI,Maswati,Business,Bandung Barat,Yogyakarta,347.3558014760002,361250.0335350402
748,Plane,Lion Air,Bandar Udara Blangkejeren (Bandar Udara Gayo Lues) (Bandar Udara Senubung),Economic,Aceh,Yogyakarta,2014.7223682251845,3022083.552337777
749,Train,PT KAI,Ngagel,Business,Surabaya,Yogyakarta,273.8180533906966,284770.77552632446
750,Bus,Nusantara,nearest bus terminal,Suite,Tanjung Pinang,Yogyakarta,1400.5854705969123,1050439.1029476842
751,Plane,Wings Air,Bandar Udara Frans Sales Lega,Economic,Bali,Yogyakarta,521.9825957538203,782973.8936307305
752,Train,PT KAI,Cikarang,Economic,Bekasi,Yogyakarta,419.4694344733886,335575.5475787109
753,Plane,Citilink,Bandar Udara Binaka,Economic,Riau,Yogyakarta,1355.379546339091,2033069.3195086364
754,Train,PT KAI,Lubuk Buaya,Suite,Padang,Yogyakarta,1356.2769455231717,1627532.3346278062
755,Train,PT KAI,Merak,Business,Cilegon,Yogyakarta,523.5899966739782,544533.5965409374
756,Train,PT KAI,Buaran,Economic,Jakarta Timur,Yogyakarta,429.14406523784896,343315.2521902792
757,Bus,Dewi Sri,nearest bus terminal,Suite,Kalimantan Barat,Yogyakarta,871.3478269442726,653510.8702082045
758,Bus,Mayasari,nearest bus terminal,Business,Manado,Yogyakarta,1917.7790968103739,1246556.412926743
759,Plane,Batik Air,Bandar Udara Internasional Hang Nadim,Suite,Lampung,Yogyakarta,684.1841734461109,1539414.3902537497
760,Train,PT KAI,Karangpucung,Business,Banjar,Yogyakarta,732.5899586046614,761893.5569488478
761,Train,PT KAI,Cimahi,Suite,Cimahi,Yogyakarta,334.9202108675686,401904.2530410823
762,Bus,Hiba,nearest bus terminal,Business,Banyuwangi,Yogyakarta,417.7821639876958,271558.4065920023
763,Train,PT KAI,Cipunegara,Economic,Subang,Yogyakarta,1573.8721979387558,1259097.7583510047
764,Bus,Haryanto,nearest bus terminal,Business,Mojokerto,Yogyakarta,241.18707882277067,156771.60123480094
765,Train,PT KAI,Cikarang,Business,Bekasi,Yogyakarta,419.4694344733886,436248.2118523242
766,Train,PT KAI,Karang Asem (Banyuwangi Kota),Economic,Banyuwangi,Yogyakarta,417.7821639876958,334225.73119015666
767,Bus,Sinar Jaya,nearest bus terminal,Economic,Blora,Yogyakarta,160.53000515612763,80265.00257806381
768,Train,PT KAI,Kramat,Business,Jakarta Pusat,Yogyakarta,437.0517885095066,454533.86004988686
769,Train,PT KAI,Palur,Business,Karanganyar,Yogyakarta,87.02743185942376,90508.52913380071
770,Bus,Dewi Sri,nearest bus terminal,Suite,Brebes,Yogyakarta,192.6946821360098,144521.01160200735
771,Plane,Garuda Indonesia,Bandar Udara Binaka,Economic,Kepulauan Riau,Yogyakarta,1077.3258575676762,1615988.7863515143
772,Plane,PT Trigana Air Service,Bandar Udara Ngloram (Bandar Udara Blora),Business,Jawa Barat,Yogyakarta,324.18707186347507,632164.7901337764
773,Bus,Hiba,nearest bus terminal,Economic,Manado,Yogyakarta,1917.7790968103739,958889.5484
774,Bus,Haryanto,nearest bus terminal,Business,Sidoarjo,Yogyakarta,259.52981703864833,168694.3810751214
775,Bus,Sinar Jaya,nearest bus terminal,Business,Jambi,Yogyakarta,1080.9267465522385,702602.3852589551
776,Bus,Hiba,nearest bus terminal,Economic,DKI Jakarta,Yogyakarta,438.967847,219483.9235
777,Bus,Lorena,nearest bus terminal,Business,Jambi,Yogyakarta,1080.9267465522385,702602.3852589551
778,Plane,NAM Air,Bandar Udara Fatmawati Soekarno,Business,Jambi,Yogyakarta,1080.9267465522385,2107807.155776865
779,Plane,PT Trigana Air Service,Bandar Udara Juwata,Suite,Kalimantan Tengah,Yogyakarta,786.2951946731149,1769164.1880145087
780,Bus,Haryanto,nearest bus terminal,Business,Ternate,Yogyakarta,11547.374859761849,7505793.658845202
781,Train,PT KAI,Cilebut,Business,Bogor,Yogyakarta,422.78231889794927,439693.6116538673
782,Bus,Lorena,nearest bus terminal,Business,Jakarta Selatan,Yogyakarta,435.8189055,283282.2885977169
783,Train,PT KAI,Songgom,Suite,Brebes,Yogyakarta,192.6946821360098,231233.61856321176
784,Bus,Hiba,nearest bus terminal,Economic,Jombang,Yogyakarta,211.7850913076902,105892.54565384511
785,Bus,Haryanto,nearest bus terminal,Suite,Wonogiri,Yogyakarta,65.11002664,48832.51998
786,Train,PT KAI,Peterongan,Economic,Jombang,Yogyakarta,211.7850913076902,169428.07304615216
787,Train,PT KAI,Randegan,Suite,Banjar,Yogyakarta,732.5899586046614,879107.9503255936
788,Plane,Batik Air,Bandar Udara Frans Sales Lega,Economic,Bali,Yogyakarta,521.9825957538203,782973.8936307305
789,Plane,Batik Air,Bandar Udara Lunyuk,Suite,Sulawesi Barat,Yogyakarta,1169.3609574565219,2631062.1542771743
790,Plane,NAM Air,Bandar Udara Enggano,Economic,Jambi,Yogyakarta,1080.9267465522385,1621390.1198283576
791,Plane,Sriwijaya Air,Bandar Udara Dabo,Business,Aceh,Yogyakarta,2014.7223682251845,3928708.618
792,Train,PT KAI,Sukorejo,Suite,Pasuruan,Yogyakarta,282.6093643740866,339131.23724890396
793,Train,PT KAI,Buaran,Suite,Jakarta Timur,Yogyakarta,429.14406523784896,514972.8782854188
794,Bus,Budiman,nearest bus terminal,Suite,Tulungagung,Yogyakarta,169.2547648272099,126941.07362040743
795,Bus,Dewi Sri,nearest bus terminal,Suite,Wonogiri,Yogyakarta,65.11002664,48832.51998
796,Plane,PT Trigana Air Service,Pangkalan Udara Soewondo d.h. Bandar Udara Polonia,Business,DKI Jakarta,Yogyakarta,438.967847,855987.3016872958
797,Plane,PT Trigana Air Service,Bandar Udara Juwata,Suite,Kalimantan Tengah,Yogyakarta,786.2951946731149,1769164.1880145087
798,Plane,Sriwijaya Air,Bandar Udara Depati Parbo,Business,Sumatera Barat,Yogyakarta,1356.2848088436576,2644755.3772451323
799,Bus,Lorena,nearest bus terminal,Business,Cirebon,Yogyakarta,243.56079565615678,158314.51717650192
800,Bus,Haryanto,nearest bus terminal,Business,Depok,Yogyakarta,428.9755164057098,278834.08566371136
801,Bus,Rosalia Indah,nearest bus terminal,Business,Purworejo,Yogyakarta,53.36856175856877,34689.565143069696
802,Bus,Rosalia Indah,nearest bus terminal,Economic,Kendari,Yogyakarta,1415.3805831726015,707690.2915863007
803,Bus,Dewi Sri,nearest bus terminal,Economic,Wonogiri,Yogyakarta,65.11002664,32555.013317504803
804,Bus,Rosalia Indah,nearest bus terminal,Suite,Kalimantan Barat,Yogyakarta,871.3478269442726,653510.8702082045
805,Bus,Sinar Jaya,nearest bus terminal,Economic,Banjar,Yogyakarta,732.5899586046614,366294.9793023307
806,Plane,Lion Air,Bandar Udara Bali Baru,Economic,Nusa Tenggara Timur,Yogyakarta,1139.9341013280716,1709901.1519921075
807,Plane,NAM Air,Bandar Udara Abdulrachman Saleh,Suite,DKI Jakarta,Yogyakarta,438.967847,987677.6557930335
808,Plane,Citilink,Bandar Udara Benjina,Suite,Maluku,Yogyakarta,1987.6613976835763,4472238.144788047
809,Plane,NAM Air,Bandar Udara H.A.S. Hanandjoeddin d.h. Bandar Udara Buluh Tumbang,Suite,Sumatera Selatan,Yogyakarta,877.9380166727185,1975360.5375136165
810,Bus,Rosalia Indah,nearest bus terminal,Economic,Mataram,Yogyakarta,635.8472587039132,317923.6293519566
811,Train,PT KAI,Leces,Economic,Probolinggo,Yogyakarta,324.1913946350937,259353.11570807494
812,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Suite,Jember,Yogyakarta,368.1953643126563,276146.5232344922
813,Train,PT KAI,Brumbung,Business,Demak,Yogyakarta,120.35665720273047,125170.9234908397
814,Plane,Citilink,Bandar Udara Arung Palakka,Suite,Sulawesi Selatan,Yogyakarta,1163.9371824955651,2618858.6606150214
815,Bus,Sinar Jaya,nearest bus terminal,Business,Grobogan,Yogyakarta,113.49164077468595,73769.56650354587
816,Plane,NAM Air,Bandar Udara Bireuen,Business,Aceh,Yogyakarta,2014.7223682251845,3928708.618
817,Bus,Lorena,nearest bus terminal,Suite,Gresik,Yogyakarta,350.08148965766696,262561.1172432502
818,Plane,Wings Air,Bandar Udara Pantar (Bandar Udara Kabir),Suite,Sulawesi Barat,Yogyakarta,1169.3609574565219,2631062.1542771743
819,Train,PT KAI,Wonokromo,Suite,Surabaya,Yogyakarta,273.8180533906966,328581.6640688359
820,Train,PT KAI,Sepanjang,Economic,Sidoarjo,Yogyakarta,259.52981703864833,207623.85363091866
821,Train,PT KAI,Sumlaran,Business,Lamongan,Yogyakarta,236.16326225674064,245609.79274701027
822,Bus,Nusantara,nearest bus terminal,Economic,Jakarta Barat,Yogyakarta,447.8533791485487,223926.68957427435
823,Train,PT KAI,Kruwul,Economic,Lamongan,Yogyakarta,236.16326225674064,188930.6098053925
824,Bus,Rosalia Indah,nearest bus terminal,Suite,Nusa Tenggara Timur,Yogyakarta,1139.9341013280716,854950.5759960538
825,Train,PT KAI,Andir,Economic,Bandung,Yogyakarta,325.89770797152363,260718.1663772189
826,Train,PT KAI,Indro,Suite,Gresik,Yogyakarta,350.08148965766696,420097.78758920036
827,Bus,Budiman,nearest bus terminal,Business,Nusa Tenggara Timur,Yogyakarta,1139.9341013280716,740957.1658632467
828,Bus,Rosalia Indah,nearest bus terminal,Suite,Jawa Barat,Yogyakarta,324.18707186347507,243140.30389760633
829,Train,PT KAI,Cicurug,Economic,Sukabumi,Yogyakarta,413.1162545173275,330493.0036
830,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,Tulungagung,Yogyakarta,169.2547648272099,84627.38241360495
831,Train,PT KAI,Duren Kalibata,Suite,Jakarta Selatan,Yogyakarta,435.8189055,522982.6866419388
832,Bus,Lorena,nearest bus terminal,Suite,Balikpapan,Yogyakarta,1036.1041341055677,777078.1005791757
833,Plane,PT Trigana Air Service,Bandar Udara Internasional APT Pranoto (Bandar Udara Samarinda Baru),Economic,Kalimantan Timur,Yogyakarta,1168.2805011804724,1752420.7517707085
834,Plane,Lion Air,Bandar Udara Fatmawati Soekarno,Business,Sumatera Selatan,Yogyakarta,877.9380166727185,1711979.132511801
835,Plane,PT Trigana Air Service,Bandar Udara Banyuwangi d.h. Bandar Udara Blimbingsari,Business,Jawa Timur,Yogyakarta,236.30849522541612,460801.5656895614
836,Plane,NAM Air,Bandar Udara Bintan Baru,Suite,Sumatera Barat,Yogyakarta,1356.2848088436576,3051640.82
837,Plane,Sriwijaya Air,Bandar Udara Alas Leuser,Business,Aceh,Yogyakarta,2014.7223682251845,3928708.618
838,Train,PT KAI,Cikoya,Economic,Tangerang,Yogyakarta,457.6054446069322,366084.3556855458
839,Plane,Batik Air,Bandar Udara Djalaluddin,Economic,Sulawesi Utara,Yogyakarta,1797.541883,2696312.8247770052
840,Plane,Citilink,Bandar Udara Depati Amir,Economic,Sumatera Barat,Yogyakarta,1356.2848088436576,2034427.2132654865
841,Bus,Nusantara,nearest bus terminal,Suite,Kalimantan Timur,Yogyakarta,1168.2805011804724,876210.3758853542
842,Train,PT KAI,Porong,Suite,Sidoarjo,Yogyakarta,259.52981703864833,311435.7804
843,Plane,Garuda Indonesia,Bandar Udara Bintan Baru,Business,Kepulauan Riau,Yogyakarta,1077.3258575676762,2100785.4222569684
844,Plane,Batik Air,Bandar Udara Dabo,Economic,Sumatera Barat,Yogyakarta,1356.2848088436576,2034427.2132654865
845,Plane,Garuda Indonesia,Bandar Udara Danau Toba,Economic,Riau,Yogyakarta,1355.379546339091,2033069.3195086364
846,Train,PT KAI,Sembung,Economic,Jombang,Yogyakarta,211.7850913076902,169428.07304615216
847,Bus,Dewi Sri,nearest bus terminal,Economic,Malang,Yogyakarta,249.9132515073408,124956.62575367039
848,Train,PT KAI,Sumber Pucung,Suite,Malang,Yogyakarta,249.9132515073408,299895.90180880897
849,Bus,Hiba,nearest bus terminal,Suite,Ternate,Yogyakarta,11547.374859761849,8660531.144821387
850,Plane,Wings Air,Bandar Udara Aek Godang,Business,Sumatera Utara,Yogyakarta,1659.117501711117,3235279.1283366783
851,Plane,Lion Air,Bandar Udara Frans Sales Lega,Business,Bali,Yogyakarta,521.9825957538203,1017866.0617199496
852,Train,PT KAI,Gawok,Suite,Sragen,Yogyakarta,91.47727523446306,109772.73028135567
853,Train,PT KAI,Cikarang,Suite,Bekasi,Yogyakarta,419.4694344733886,503363.32136806636
854,Bus,Nusantara,nearest bus terminal,Economic,Kalimantan Selatan,Yogyakarta,786.7319481865729,393365.9740932865
855,Bus,Mayasari,nearest bus terminal,Economic,Sumatera Barat,Yogyakarta,1356.2848088436576,678142.4044218288
856,Train,PT KAI,Lampegan,Business,Cianjur,Yogyakarta,378.0621762662139,393184.6633168624
857,Bus,Mayasari,nearest bus terminal,Suite,Bali,Yogyakarta,521.9825957538203,391486.9468153652
858,Train,PT KAI,Leuwigoong,Business,Bandung,Yogyakarta,325.89770797152363,338933.6162903846
859,Bus,Sinar Jaya,nearest bus terminal,Suite,Cimahi,Yogyakarta,334.9202108675686,251190.1581506764
860,Train,PT KAI,Pasirbungur,Economic,Subang,Yogyakarta,1573.8721979387558,1259097.7583510047
861,Train,PT KAI,Universitas Indonesia,Business,Depok,Yogyakarta,428.9755164057098,446134.5370619382
862,Train,PT KAI,Sumobito,Business,Jombang,Yogyakarta,211.7850913076902,220256.49495999783
863,Bus,Sinar Jaya,nearest bus terminal,Suite,Klaten,Yogyakarta,44.33509515234492,33251.32136425869
864,Bus,Mayasari,nearest bus terminal,Economic,Lumajang,Yogyakarta,315.4223117768743,157711.15588843715
865,Bus,Dewi Sri,nearest bus terminal,Business,Solo,Yogyakarta,68.04500135455822,44229.250880462845
866,Train,PT KAI,Cikarang,Economic,Bekasi,Yogyakarta,419.4694344733886,335575.5475787109
867,Bus,Haryanto,nearest bus terminal,Business,Medan,Yogyakarta,1822.7420375533572,1184782.3244096823
868,Bus,Nusantara,nearest bus terminal,Economic,Purworejo,Yogyakarta,53.36856175856877,26684.280879284383
869,Train,PT KAI,Gembong,Suite,Lamongan,Yogyakarta,236.16326225674064,283395.91470808873
870,Plane,NAM Air,Bandar Udara Haluoleo (Bandar Udara Wolter Monginsidi),Business,Sulawesi Tengah,Yogyakarta,1350.2021561312324,2632894.2044559033
871,Train,PT KAI,Padalarang,Business,Bandung Barat,Yogyakarta,347.3558014760002,361250.0335350402
872,Bus,Hiba,nearest bus terminal,Economic,Serang,Yogyakarta,526.2161554,263108.0777
873,Train,PT KAI,Cikarang,Economic,Bekasi,Yogyakarta,419.4694344733886,335575.5475787109
874,Plane,Lion Air,Bandar Udara Pantar (Bandar Udara Kabir),Business,Sulawesi Barat,Yogyakarta,1169.3609574565219,2280253.867040218
875,Train,PT KAI,Pakisaji,Suite,Malang,Yogyakarta,249.9132515073408,299895.90180880897
876,Bus,Rosalia Indah,nearest bus terminal,Economic,Balikpapan,Yogyakarta,1036.1041341055677,518052.06705278385
877,Plane,Batik Air,Bandar Udara Internasional Minangkabau,Economic,Lampung,Yogyakarta,684.1841734461109,1026276.2601691664
878,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,Subang,Yogyakarta,1573.8721979387558,786936.0989693779
879,Plane,Garuda Indonesia,Bandar Udara Komodo,Business,Sulawesi Barat,Yogyakarta,1169.3609574565219,2280253.867040218
880,Train,PT KAI,Cicurug,Business,Sukabumi,Yogyakarta,413.1162545173275,429640.9046980206
881,Train,PT KAI,Duren Kalibata,Business,Jakarta Selatan,Yogyakarta,435.8189055,453251.6618
882,Bus,Rosalia Indah,nearest bus terminal,Suite,Madiun,Yogyakarta,149.62256665123383,112216.92498842537
883,Train,PT KAI,Benteng,Suite,Surabaya,Yogyakarta,273.8180533906966,328581.6640688359
884,Train,PT KAI,Tulungagung,Business,Tulungagung,Yogyakarta,169.2547648272099,176024.95542029833
885,Train,PT KAI,Cimahi,Economic,Cimahi,Yogyakarta,334.9202108675686,267936.1686940549
886,Plane,Lion Air,Bandar Udara Depati Parbo,Economic,Sumatera Barat,Yogyakarta,1356.2848088436576,2034427.2132654865
887,Plane,Garuda Indonesia,Bandar Udara Depati Amir,Economic,Sumatera Barat,Yogyakarta,1356.2848088436576,2034427.2132654865
888,Plane,Wings Air,Bandar Udara Dabo,Business,Kepulauan Riau,Yogyakarta,1077.3258575676762,2100785.4222569684
889,Bus,Nusantara,nearest bus terminal,Economic,Mataram,Yogyakarta,635.8472587039132,317923.6293519566
890,Bus,Hiba,nearest bus terminal,Suite,Pasuruan,Yogyakarta,282.6093643740866,211957.02328056496
891,Bus,Lorena,nearest bus terminal,Business,Magetan,Yogyakarta,112.68790797419841,73247.14018322897
892,Plane,PT Trigana Air Service,Bandar Udara Banyuwangi d.h. Bandar Udara Blimbingsari,Suite,Jawa Timur,Yogyakarta,236.30849522541612,531694.1142571862
893,Bus,Sinar Jaya,nearest bus terminal,Economic,Bekasi,Yogyakarta,419.4694344733886,209734.7172366943
894,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,DKI Jakarta,Yogyakarta,438.967847,219483.9235
895,Train,PT KAI,Nganjuk,Economic,Nganjuk,Yogyakarta,178.75205838611703,143001.64670889362
896,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Business,Cilegon,Yogyakarta,523.5899966739782,340333.49783808587
897,Bus,Hiba,nearest bus terminal,Suite,Boyolali,Yogyakarta,75.14059220340893,56355.444152556694
898,Plane,PT Trigana Air Service,Bandar Udara Fatmawati Soekarno,Business,Jambi,Yogyakarta,1080.9267465522385,2107807.155776865
899,Plane,Lion Air,Bandar Udara Bolaang (Bandar Udara Loloda Mokoagow),Business,Sulawesi Utara,Yogyakarta,1797.541883,3505206.672210107
900,Plane,Sriwijaya Air,Bandar Udara H. Aroeppala,Economic,Sulawesi Tengah,Yogyakarta,1350.2021561312324,2025303.2341968487
901,Plane,Garuda Indonesia,Bandar Udara Bali Baru,Business,Bali,Yogyakarta,521.9825957538203,1017866.0617199496
902,Plane,Garuda Indonesia,Bandar Udara Adisucipto,Economic,DKI Jakarta,Yogyakarta,438.967847,658451.7705
903,Bus,Nusantara,nearest bus terminal,Business,Jember,Yogyakarta,368.1953643126563,239326.98680322658
904,Plane,NAM Air,Bandar Udara H.A.S. Hanandjoeddin d.h. Bandar Udara Buluh Tumbang,Economic,Sumatera Selatan,Yogyakarta,877.9380166727185,1316907.0250090777
905,Plane,Garuda Indonesia,Bandar Udara Abdulrachman Saleh,Economic,Jawa Barat,Yogyakarta,324.18707186347507,486280.6077952126
906,Train,PT KAI,Sroyo,Economic,Bojonegoro,Yogyakarta,179.96708290456277,143973.66632365022
907,Bus,Budiman,nearest bus terminal,Economic,Tasikmalaya,Yogyakarta,260.81634883719096,130408.17441859547
908,Bus,Haryanto,nearest bus terminal,Business,Lebak,Yogyakarta,484.56524675423674,314967.4103902539
909,Bus,Nusantara,nearest bus terminal,Economic,Surabaya,Yogyakarta,273.8180533906966,136909.0266953483
910,Plane,NAM Air,Bandar Udara Iskandar,Business,Kalimantan Barat,Yogyakarta,871.3478269442726,1699128.2625413318
911,Plane,Batik Air,Bandar Udara Iskandar,Business,Kalimantan Barat,Yogyakarta,871.3478269442726,1699128.2625413318
912,Train,PT KAI,Cipeuyeum,Suite,Cianjur,Yogyakarta,378.0621762662139,453674.6115194566
913,Plane,PT Trigana Air Service,Bandar Udara Abdulrachman Saleh,Business,Jawa Timur,Yogyakarta,236.30849522541612,460801.5656895614
914,Train,PT KAI,Cimahi,Business,Cimahi,Yogyakarta,334.9202108675686,348317.01930227136
915,Bus,Lorena,nearest bus terminal,Suite,Bogor,Yogyakarta,422.78231889794927,317086.7391734619
916,Plane,Lion Air,Bandar Udara Bireuen,Business,Aceh,Yogyakarta,2014.7223682251845,3928708.618
917,Train,PT KAI,Brebes,Business,Brebes,Yogyakarta,192.6946821360098,200402.4694214502
918,Train,PT KAI,Maseng,Business,Bogor,Yogyakarta,422.78231889794927,439693.6116538673
919,Plane,NAM Air,Bandar Udara Bali Baru,Business,Nusa Tenggara Timur,Yogyakarta,1139.9341013280716,2222871.498
920,Bus,Lorena,nearest bus terminal,Suite,Kepulauan Riau,Yogyakarta,1077.3258575676762,807994.3932
921,Bus,Rosalia Indah,nearest bus terminal,Business,Jayapura,Yogyakarta,3414.685867411479,2219545.8138174615
922,Bus,Hiba,nearest bus terminal,Business,Tegal,Yogyakarta,170.24107027498275,110656.69567873879
923,Train,PT KAI,Rambipuji,Suite,Jember,Yogyakarta,368.1953643126563,441834.4371751876
924,Train,PT KAI,Baron,Economic,Nganjuk,Yogyakarta,178.75205838611703,143001.64670889362
925,Train,PT KAI,Cisauk,Suite,Tangerang,Yogyakarta,457.6054446069322,549126.5335283186
926,Train,PT KAI,Barat,Economic,Magetan,Yogyakarta,112.68790797419841,90150.32637935872
927,Bus,Dewi Sri,nearest bus terminal,Suite,Kepulauan Bangka Belitung,Yogyakarta,732.9651988925159,549723.8991693868
928,Plane,Garuda Indonesia,Bandar Udara Enggano,Suite,Jambi,Yogyakarta,1080.9267465522385,2432085.1797425365
929,Train,PT KAI,Lubuk Buaya,Business,Padang,Yogyakarta,1356.2769455231717,1410528.0233440986
930,Train,PT KAI,Garum,Economic,Blitar,Yogyakarta,198.62929149028835,158903.43319223067
931,Bus,Budiman,nearest bus terminal,Business,Magetan,Yogyakarta,112.68790797419841,73247.14018322897
932,Plane,Citilink,Bandar Udara Internasional APT Pranoto (Bandar Udara Samarinda Baru),Economic,Kalimantan Utara,Yogyakarta,1378.4708290615852,2067706.2435923778
933,Plane,Citilink,Bandar Udara Ngloram (Bandar Udara Blora),Suite,Jawa Barat,Yogyakarta,324.18707186347507,729420.9116928189
934,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Suite,Nusa Tenggara Barat,Yogyakarta,751.9764194127964,563982.3145595973
935,Bus,Mayasari,nearest bus terminal,Economic,Sidoarjo,Yogyakarta,259.52981703864833,129764.90851932416
936,Train,PT KAI,Parung Kuda,Business,Sukabumi,Yogyakarta,413.1162545173275,429640.9046980206
937,Plane,Batik Air,Bandar Udara Benjina,Business,Maluku,Yogyakarta,1987.6613976835763,3875939.725482974
938,Bus,Lorena,nearest bus terminal,Business,Magetan,Yogyakarta,112.68790797419841,73247.14018322897
939,Train,PT KAI,Cilejit,Suite,Bogor,Yogyakarta,422.78231889794927,507338.78267753916
940,Train,PT KAI,Solo Balapan,Suite,Surakarta,Yogyakarta,68.04500135455822,81654.00162546987
941,Bus,Lorena,nearest bus terminal,Suite,Magetan,Yogyakarta,112.68790797419841,84515.93098064882
942,Bus,Lorena,nearest bus terminal,Suite,Lampung,Yogyakarta,684.1841734461109,513138.1300845832
943,Bus,Nusantara,nearest bus terminal,Suite,Bandung,Yogyakarta,325.89770797152363,244423.28097864272
944,Plane,Batik Air,Bandar Udara Ngloram (Bandar Udara Blora),Business,Jawa Timur,Yogyakarta,236.30849522541612,460801.5656895614
945,Train,PT KAI,Meluwung,Business,Banjar,Yogyakarta,732.5899586046614,761893.5569488478
946,Bus,Nusantara,nearest bus terminal,Business,Sulawesi Tengah,Yogyakarta,1350.2021561312324,877631.4014853011
947,Train,PT KAI,Duduk,Suite,Gresik,Yogyakarta,350.08148965766696,420097.78758920036
948,Train,PT KAI,Krian,Suite,Sidoarjo,Yogyakarta,259.52981703864833,311435.7804
949,Train,PT KAI,Doplang,Suite,Blora,Yogyakarta,160.53000515612763,192636.00618735317
950,Train,PT KAI,Brumbung,Economic,Demak,Yogyakarta,120.35665720273047,96285.32576218438
951,Bus,Lorena,nearest bus terminal,Business,Sumatera Barat,Yogyakarta,1356.2848088436576,881585.1257483775
952,Train,PT KAI,Maswati,Business,Bandung Barat,Yogyakarta,347.3558014760002,361250.0335350402
